SBD,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,KHTN,Lịch sử,Địa lý,GDCD,KHXH
52000001,6.80,4.00,,,,,,5.00,6.00,,
52000002,7.40,7.50,7.20,7.00,8.25,5.75,7.00,,,,
52000003,5.80,5.00,,,,,,5.50,7.50,,
52000004,6.00,7.25,,,,,,4.75,7.50,,
52000005,7.80,7.25,8.60,5.75,5.25,6.50,5.83,,,,
52000006,7.00,7.25,5.40,5.00,7.25,5.75,6.00,,,,
52000007,7.00,6.00,7.80,4.75,5.75,4.25,4.91,,,,
52000008,8.00,6.75,8.00,7.25,7.50,6.75,7.16,,,,
52000009,7.00,7.50,7.80,,,,,7.50,7.00,9.50,8.00
52000010,7.80,6.25,7.80,,,,,6.50,8.00,9.25,7.91
52000011,6.20,7.41,6.00,5.75,4.25,5.75,5.25,,,,
52000012,7.40,8.00,8.80,,,,,5.25,7.00,9.00,7.08
52000013,7.00,6.00,6.20,,,,,6.75,7.25,8.50,7.50
52000014,6.60,7.00,7.40,,,,,6.50,6.25,8.75,7.16
52000015,6.00,6.00,4.00,,,,,4.75,6.50,8.00,6.41
52000016,6.60,7.00,5.80,6.50,6.75,4.75,6.00,,,,
52000017,6.80,7.25,6.00,,,,,5.00,6.75,9.25,7.00
52000018,7.20,7.25,5.60,,,,,2.75,5.75,8.75,5.75
52000019,6.40,4.00,6.80,4.75,4.50,3.75,4.33,,,,
52000020,6.60,6.75,6.40,,,,,4.75,8.00,9.75,7.50
52000021,7.80,5.75,7.20,6.00,7.00,4.75,5.91,,,,
52000022,6.80,5.25,,,,,,5.00,7.25,,
52000023,7.00,,,5.50,3.50,,,,,,
52000024,5.20,5.75,4.80,5.25,7.00,4.00,5.41,,,,
52000025,6.60,4.75,4.20,4.25,4.75,4.25,4.41,,,,
52000026,6.60,6.25,4.00,,,,,5.25,6.50,8.75,6.83
52000027,7.20,6.50,8.00,,,,,5.00,7.00,8.50,6.83
52000028,8.80,7.25,8.00,5.75,,,,,,,
52000029,5.40,7.25,6.20,,,,,4.00,6.00,7.25,5.75
52000030,7.40,8.25,7.60,,,,,7.00,7.00,9.00,7.66
52000031,5.40,7.25,4.80,,,,,3.50,6.75,7.50,5.91
52000032,7.00,7.25,7.20,5.75,5.75,4.25,5.25,,,,
52000033,6.00,6.25,8.20,,,,,5.75,7.75,9.75,7.75
52000034,6.40,5.75,,,,,,5.25,5.25,,
52000035,7.60,8.00,6.80,,,,,6.25,8.50,9.50,8.08
52000036,6.80,7.00,5.00,,,,,6.00,7.50,9.75,7.75
52000037,4.60,4.25,4.20,,,,,4.50,5.25,7.50,5.75
52000038,8.00,7.00,6.00,6.75,6.25,4.50,5.83,,,,
52000039,7.60,8.75,9.40,,,,,6.50,7.50,10.00,8.00
52000040,7.40,7.25,5.80,4.25,6.75,5.00,5.33,,,,
52000041,6.80,6.75,5.60,5.75,5.50,4.50,5.25,,,,
52000042,7.40,7.25,,,,,,6.25,8.50,,
52000043,5.80,5.75,6.20,5.00,7.25,5.00,5.75,,,,
52000044,7.20,6.75,4.00,,,,,6.00,7.00,7.75,6.91
52000045,7.80,7.50,4.00,5.25,5.50,5.50,5.41,,,,
52000046,6.80,8.00,8.80,5.50,5.25,4.25,5.00,,,,
52000047,6.40,7.00,5.80,5.00,5.75,4.00,4.91,,,,
52000048,7.40,8.00,9.40,6.00,7.50,6.75,6.75,,,,
52000049,6.00,7.50,7.60,,,,,5.50,7.00,8.75,7.08
52000050,7.40,7.25,7.80,7.00,7.50,7.00,7.16,,,,
52000051,6.80,7.00,7.40,,,,,5.00,7.25,7.75,6.66
52000052,7.20,7.25,5.80,,,,,6.00,7.75,8.50,7.41
52000053,7.00,8.00,8.00,,,,,4.75,8.75,9.50,7.66
52000054,7.40,7.50,7.20,6.00,7.00,4.50,5.83,,,,
52000055,6.60,7.50,6.80,,,,,3.75,5.25,8.25,5.75
52000057,5.00,6.50,,,,,,3.00,7.50,,
52000058,6.60,6.75,5.80,2.75,5.50,3.25,3.83,,,,
52000059,8.60,7.50,9.00,7.50,8.25,6.50,7.41,,,,
52000060,6.40,4.83,,,,,,1.75,6.00,,
52000061,8.60,7.50,8.60,6.25,6.50,6.25,6.33,,,,
52000062,7.20,6.25,7.40,,,,,6.50,6.00,7.50,6.66
52000063,6.40,7.00,5.40,,,,,2.50,6.75,6.50,5.25
52000064,6.80,8.00,8.60,,,,,5.25,7.75,9.25,7.41
52000065,6.80,5.50,5.40,,,,,4.00,6.00,6.50,5.50
52000066,6.60,5.00,,,,,,3.25,7.00,,
52000067,6.20,5.00,,,,,,5.25,7.00,,
52000068,6.60,5.50,,,,,,3.25,7.00,,
52000069,6.60,6.50,7.20,,,,,6.50,7.25,9.50,7.75
52000070,7.20,7.00,9.00,6.75,6.00,5.25,6.00,,,,
52000071,6.60,7.00,8.40,,,,,6.75,6.50,6.75,6.66
52000072,6.80,7.25,8.20,,,,,6.25,7.75,9.75,7.91
52000073,7.60,7.75,8.80,,,,,7.00,8.00,9.25,8.08
52000074,6.00,7.25,6.80,6.50,8.25,4.25,6.33,,,,
52000075,7.00,5.50,8.80,6.00,4.75,5.50,5.41,,,,
52000076,8.60,6.75,9.60,8.25,7.75,6.25,7.41,,,,
52000077,3.40,6.25,,,,,,4.50,7.00,,
52000078,4.80,7.00,7.00,,,,,5.25,7.25,9.50,7.33
52000079,5.60,5.50,,,,,,5.75,6.75,,
52000080,6.40,7.50,4.40,,,,,4.00,6.25,9.00,6.41
52000081,8.00,6.25,8.00,6.50,7.50,6.00,6.66,,,,
52000082,8.00,6.50,8.00,8.00,7.75,6.25,7.33,,,,
52000083,4.60,8.00,8.20,,,,,6.00,7.00,9.25,7.41
52000084,6.80,8.00,8.60,,,,,4.00,6.75,8.75,6.50
52000085,6.60,8.00,7.80,5.50,5.50,4.50,5.16,,,,
52000086,7.00,7.50,6.20,5.25,4.75,4.50,4.83,,,,
52000087,8.40,6.25,8.60,7.25,7.00,5.75,6.66,,,,
52000088,7.60,7.75,,,,,,8.50,7.75,,
52000089,7.80,8.50,9.60,,,,,4.50,7.00,9.00,6.83
52000090,7.00,7.75,8.60,,,,,5.00,7.50,9.50,7.33
52000091,7.80,7.25,6.20,6.75,5.25,4.50,5.50,,,,
52000092,5.60,6.25,4.20,5.00,5.00,4.50,4.83,,,,
52000093,6.00,7.00,5.60,,,,,8.00,9.25,8.75,8.66
52000094,8.00,5.50,9.60,7.00,6.25,6.25,6.50,,,,
52000095,7.60,8.25,5.60,7.00,7.25,6.50,6.91,,,,
52000096,6.20,6.00,5.60,4.75,5.25,4.75,4.91,,,,
52000097,4.80,4.00,5.00,,,,,3.75,7.00,8.00,6.25
52000098,7.00,7.00,5.40,,,,,5.00,7.75,9.00,7.25
52000099,5.80,5.75,4.40,,,,,6.00,7.00,9.25,7.41
52000100,7.00,6.25,4.60,7.50,6.75,4.50,6.25,,,,
52000101,8.40,5.50,6.60,6.25,5.50,4.50,5.41,,,,
52000102,8.80,,9.20,7.00,,,,,,,
52000103,7.20,6.00,4.00,,,,,3.75,5.75,7.25,5.58
52000104,8.00,5.25,8.40,5.25,6.75,7.25,6.41,,,,
52000105,7.60,6.50,4.40,6.75,7.00,6.50,6.75,,,,
52000106,6.40,6.00,8.40,,,,,,,,
52000107,6.40,7.75,8.80,,,,,6.25,8.25,9.25,7.91
52000108,6.20,7.25,6.40,,,,,5.50,7.00,9.00,7.16
52000109,7.20,8.00,7.40,,,,,7.25,7.25,8.75,7.75
52000110,6.40,8.25,5.80,,,,,4.25,6.50,9.00,6.58
52000111,6.40,7.50,8.40,6.00,7.00,5.00,6.00,,,,
52000112,8.00,6.50,4.40,7.75,7.50,4.50,6.58,,,,
52000113,6.00,5.75,4.40,,,,,5.50,5.75,8.00,6.41
52000114,8.20,6.75,8.40,5.25,5.75,5.25,5.41,,,,
52000115,6.60,7.25,6.80,,,,,6.50,7.75,9.00,7.75
52000116,5.00,6.25,,,,,,2.00,6.25,,
52000117,5.40,6.25,6.60,,,,,3.25,6.50,7.50,5.75
52000118,7.00,5.50,6.40,,,,,4.50,6.25,7.75,6.16
52000119,5.80,7.00,,,,,,2.25,5.75,,
52000120,6.20,6.00,6.20,5.25,6.75,5.00,5.66,,,,
52000121,6.00,5.50,,,,,,4.25,7.00,,
52000122,6.80,7.50,5.40,6.00,7.00,6.00,6.33,,,,
52000123,6.60,5.25,6.00,,,,,5.00,6.75,9.25,7.00
52000124,8.80,7.25,8.60,7.00,7.50,6.75,7.08,,,,
52000125,8.00,6.50,3.60,5.25,4.25,3.25,4.25,,,,
52000126,8.40,6.25,7.20,6.00,7.50,4.25,5.91,,,,
52000127,8.00,6.75,9.20,7.25,7.25,5.00,6.50,,,,
52000128,6.60,6.00,7.80,5.25,7.25,4.00,5.50,,,,
52000129,7.20,6.50,8.80,5.75,4.00,4.25,4.66,,,,
52000130,6.80,6.50,9.00,,,,,3.50,7.00,8.25,6.25
52000131,6.60,5.25,5.20,4.25,3.75,4.25,4.08,,,,
52000132,6.80,7.00,7.40,,,,,8.00,8.00,9.00,8.33
52000133,8.00,7.00,6.80,,,,,6.50,7.25,9.25,7.66
52000134,6.20,5.25,,,,,,4.50,6.25,,
52000135,5.40,7.00,,,,,,5.50,6.00,,
52000136,6.40,7.00,6.60,,,,,4.50,5.50,7.50,5.83
52000137,7.60,8.00,8.20,,,,,3.50,6.25,7.50,5.75
52000138,6.80,8.00,7.60,,,,,5.00,8.00,9.25,7.41
52000139,6.20,7.50,8.00,5.00,4.75,5.75,5.16,,,,
52000140,5.60,7.01,2.80,,,,,3.25,7.25,7.00,5.83
52000141,7.20,7.75,3.40,,,,,5.50,7.00,8.75,7.08
52000142,7.00,6.75,7.20,7.50,7.00,6.75,7.08,,,,
52000143,8.80,6.25,6.80,6.25,6.00,5.75,6.00,,,,
52000144,5.80,7.25,6.20,,,,,3.75,6.00,5.25,5.00
52000145,8.80,8.25,9.80,,,,,8.75,8.75,9.50,9.00
52000146,7.60,7.00,9.20,8.00,6.50,6.25,6.91,,,,
52000147,6.60,7.75,5.20,6.25,4.75,5.00,5.33,,,,
52000148,3.60,4.00,2.60,,,,,2.25,6.25,5.50,4.66
52000149,7.60,6.50,7.80,6.75,8.00,5.00,6.58,,,,
52000150,6.60,5.75,8.00,6.25,6.50,5.75,6.16,,,,
52000151,6.20,5.25,5.00,,,,,4.50,6.00,7.00,5.83
52000152,7.20,5.00,9.80,5.75,6.25,6.00,6.00,,,,
52000153,7.20,7.75,7.80,,,,,,,,
52000154,5.40,4.25,,,,,,5.25,8.00,,
52000155,5.60,7.00,,,,,,3.50,6.50,,
52000157,6.00,6.00,2.80,,,,,7.50,7.75,8.50,7.91
52000158,7.20,7.50,8.20,,,,,6.75,7.25,8.75,7.58
52000159,7.00,6.75,8.20,,,,,6.25,8.00,9.00,7.75
52000160,6.80,6.50,,,,,,6.75,7.75,,
52000161,6.60,6.75,5.60,,,,,7.25,7.75,7.50,7.50
52000162,8.00,8.00,9.00,,,,,8.00,8.25,9.75,8.66
52000163,8.40,6.50,6.60,8.25,8.25,5.00,7.16,,,,
52000164,8.00,7.50,7.20,7.50,8.25,5.75,7.16,,,,
52000165,8.40,7.75,8.00,5.00,4.75,4.00,4.58,,,,
52000166,5.40,6.50,4.80,3.75,5.75,4.75,4.75,,,,
52000167,7.80,5.75,7.00,7.75,8.75,4.25,6.91,,,,
52000168,8.40,6.25,9.40,8.75,5.50,6.25,6.83,,,,
52000169,4.80,7.25,5.00,,,,,4.50,6.75,8.25,6.50
52000170,6.00,7.75,3.40,,,,,6.00,8.25,8.75,7.66
52000171,7.60,6.25,8.60,,,,,7.25,8.25,9.75,8.41
52000172,5.60,5.50,,,,,,2.50,6.75,7.75,5.66
52000173,6.80,6.00,7.40,5.00,5.75,4.00,4.91,,,,
52000174,6.80,7.75,5.80,,,,,5.75,7.00,8.50,7.08
52000175,6.60,7.75,4.40,,,,,7.00,7.75,9.50,8.08
52000176,7.40,8.25,9.00,,,,,7.75,7.25,9.50,8.16
52000177,5.20,8.25,4.80,,,,,4.50,6.50,8.25,6.41
52000178,7.40,8.50,7.80,,,,,6.75,8.75,10.00,8.50
52000179,8.40,,,7.25,8.00,,,,,,
52000180,6.80,7.50,5.60,6.00,3.50,5.75,5.08,,,,
52000181,4.40,7.50,,,,,,5.50,6.50,,
52000182,6.00,7.75,7.40,,,,,4.50,6.25,8.75,6.50
52000183,8.00,8.25,9.40,,,,,6.75,8.75,9.25,8.25
52000184,6.20,8.00,9.00,,,,,,,,
52000185,7.40,8.00,7.60,6.50,5.00,6.75,6.08,,,,
52000186,7.00,7.50,7.80,,,,,4.00,5.25,8.00,5.75
52000187,7.60,8.25,8.40,6.50,8.25,6.00,6.91,,,,
52000188,7.20,8.00,6.20,5.50,2.75,5.00,4.41,,,,
52000189,6.60,4.50,,,,,,7.00,8.00,,
52000190,5.40,5.50,2.80,,,,,4.25,6.50,7.50,6.08
52000191,6.60,5.50,,,,,,2.75,8.00,,
52000192,7.80,7.25,9.40,,,,,7.50,7.75,10.00,8.41
52000193,7.20,7.25,8.00,,,,,4.25,8.00,8.75,7.00
52000194,7.40,7.50,9.00,7.25,8.50,8.00,7.91,,,,
52000195,7.00,5.00,,,,,,6.00,8.00,,
52000196,9.20,7.00,8.80,6.75,6.50,4.50,5.91,,,,
52000197,6.40,7.50,7.80,,,,,5.50,7.00,8.75,7.08
52000198,4.80,,,4.25,3.50,,,,,,
52000199,7.60,6.75,,,,,,5.00,7.75,,
52000200,7.20,6.50,6.20,6.75,5.75,5.25,5.91,,,,
52000201,7.60,7.75,8.60,,,,,3.75,6.50,9.50,6.58
52000202,6.80,6.50,6.40,,,,,6.50,5.75,9.50,7.25
52000203,7.60,6.66,7.40,5.25,6.75,5.50,5.83,,,,
52000204,6.40,7.00,6.60,6.25,5.00,4.75,5.33,,,,
52000205,7.60,7.50,8.80,4.75,7.75,8.00,6.83,,,,
52000206,8.20,6.50,8.80,9.00,4.50,4.50,6.00,,,,
52000207,5.40,6.75,7.80,,,,,7.25,7.75,8.75,7.91
52000208,7.40,6.50,6.80,,,,,4.25,6.75,9.25,6.75
52000209,6.80,8.00,,,,,,6.50,7.25,,
52000210,8.80,8.75,8.40,7.00,8.25,7.25,7.50,,,,
52000211,6.80,7.00,9.80,,,,,7.50,8.50,9.75,8.58
52000212,6.20,7.25,6.20,5.00,7.50,5.00,5.83,,,,
52000213,6.40,7.75,7.20,,,,,5.25,7.00,9.25,7.16
52000214,7.40,7.75,7.20,6.25,4.75,6.00,5.66,,,,
52000215,7.40,7.00,6.20,5.00,5.50,6.75,5.75,,,,
52000216,6.80,7.75,,,,,,7.00,8.25,,
52000217,6.40,8.00,6.40,,,,,3.50,7.00,8.00,6.16
52000218,8.20,7.75,5.60,,,,,5.75,6.25,9.00,7.00
52000219,6.40,8.00,6.80,,,,,4.50,7.50,8.50,6.83
52000220,7.00,8.00,7.80,,,,,6.00,7.75,9.75,7.83
52000221,7.20,7.50,5.40,,,,,6.00,6.75,9.25,7.33
52000222,5.20,8.00,6.60,,,,,5.50,7.75,7.50,6.91
52000223,8.60,8.00,8.00,8.50,7.75,6.75,7.66,,,,
52000224,5.20,8.00,7.20,,,,,5.25,7.25,7.25,6.58
52000225,7.00,5.50,3.60,7.00,5.75,7.25,6.66,,,,
52000226,6.20,6.50,3.40,,,,,4.75,5.75,6.50,5.66
52000227,7.00,6.50,4.20,5.75,5.25,4.75,5.25,,,,
52000228,5.80,6.00,8.40,,,,,5.25,7.00,7.75,6.66
52000229,7.20,6.50,,,,,,5.25,7.25,,
52000230,6.80,7.00,6.00,7.25,5.75,4.00,5.66,,,,
52000231,8.60,6.25,7.80,5.25,4.25,3.25,4.25,,,,
52000232,7.20,6.75,5.00,5.50,5.25,4.75,5.16,,,,
52000233,6.60,6.75,8.20,4.25,4.00,4.50,4.25,,,,
52000234,8.20,6.25,6.60,7.75,8.00,6.75,7.50,,,,
52000235,6.80,6.25,,,,,,6.75,8.75,,
52000236,7.40,7.95,7.60,,,,,8.00,9.00,9.75,8.91
52000237,8.40,6.00,9.60,7.75,7.50,7.00,7.41,,,,
52000238,7.40,7.50,6.40,6.75,6.50,4.00,5.75,,,,
52000239,5.40,6.75,,,,,,2.75,6.75,,
52000240,7.80,8.75,9.20,7.50,8.00,6.75,7.41,,,,
52000241,7.60,7.50,7.20,,,,,5.75,6.75,9.50,7.33
52000242,7.20,7.00,7.00,5.75,4.00,5.25,5.00,,,,
52000243,7.60,6.00,7.40,6.75,7.75,4.75,6.41,,,,
52000244,7.40,8.00,7.60,6.25,7.00,5.50,6.25,,,,
52000245,7.00,7.00,8.60,6.25,7.25,5.75,6.41,,,,
52000246,7.60,6.25,8.00,6.25,4.75,4.50,5.16,,,,
52000247,8.40,5.50,9.20,7.75,4.25,4.75,5.58,,,,
52000248,7.40,6.75,8.80,6.50,7.25,6.25,6.66,,,,
52000249,7.60,7.25,5.00,,,,,4.75,5.75,9.75,6.75
52000250,5.20,6.25,8.20,,,,,5.25,5.25,6.25,5.58
52000251,7.00,4.50,7.80,,,,,7.25,7.75,8.75,7.91
52000252,6.00,6.75,6.00,5.25,6.25,5.25,5.58,,,,
52000253,6.60,6.75,7.80,6.00,6.25,4.00,5.41,,,,
52000254,8.20,7.75,7.40,7.00,8.50,6.25,7.25,,,,
52000255,5.20,7.25,4.20,,,,,4.25,6.50,7.00,5.91
52000256,6.60,5.25,6.40,5.50,5.75,4.00,5.08,,,,
52000257,6.60,5.00,,4.75,4.00,2.75,3.83,,,,
52000258,8.60,6.75,8.80,7.00,7.25,5.50,6.58,,,,
52000259,7.20,5.75,,,,,,4.50,7.25,,
52000260,6.00,7.25,6.80,,,,,4.25,6.00,9.00,6.41
52000261,7.00,8.50,6.60,,,,,6.25,7.50,9.50,7.75
52000262,7.80,7.75,6.60,5.00,3.50,5.25,4.58,,,,
52000263,9.00,7.00,8.60,7.00,8.25,6.25,7.16,,,,
52000264,5.00,4.50,,,,,,3.75,5.25,,
52000265,6.80,7.25,8.20,4.75,6.50,4.50,5.25,,,,
52000266,6.40,7.58,8.80,,,,,7.75,7.50,10.00,8.41
52000267,7.40,6.25,5.80,5.75,6.25,6.00,6.00,,,,
52000268,7.20,5.50,5.20,6.50,5.25,6.00,5.91,,,,
52000269,7.00,6.50,7.00,,,,,6.00,6.50,8.50,7.00
52000270,9.00,6.50,7.80,7.50,7.50,6.00,7.00,,,,
52000271,5.80,3.75,,,,,,3.75,5.50,,
52000272,7.00,6.25,,,,,,5.75,8.50,,
52000273,8.20,7.50,7.20,,,,,7.50,7.75,9.75,8.33
52000274,4.60,6.00,2.80,,,,,3.50,5.25,6.75,5.16
52000275,7.80,6.75,4.00,,,,,5.50,7.75,9.00,7.41
52000276,7.20,7.00,6.80,5.75,7.75,5.00,6.16,,,,
52000277,7.80,6.41,9.00,8.00,8.00,6.00,7.33,,,,
52000278,7.80,7.25,8.60,5.25,6.50,6.00,5.91,,,,
52000279,7.00,8.00,,,,,,7.50,7.75,,
52000280,7.60,6.41,8.40,5.00,7.25,5.75,6.00,,,,
52000281,6.80,6.75,5.80,5.00,6.00,6.00,5.66,,,,
52000282,7.80,8.00,8.40,6.50,6.50,4.50,5.83,,,,
52000283,6.60,7.75,,,,,,6.25,8.00,,
52000284,7.20,6.33,5.60,6.00,5.50,5.75,5.75,,,,
52000285,7.40,8.00,6.40,,,,,6.00,7.50,8.00,7.16
52000286,6.60,7.00,8.00,5.25,6.00,3.00,4.75,,,,
52000287,7.60,7.75,7.00,6.75,7.75,5.50,6.66,,,,
52000288,8.00,7.25,8.20,7.50,7.50,6.75,7.25,,,,
52000289,7.60,7.00,8.20,7.00,6.75,4.25,6.00,,,,
52000290,6.40,4.50,,,,,,3.75,6.25,,
52000291,8.00,7.75,4.40,6.50,6.75,4.75,6.00,,,,
52000292,7.60,5.25,9.00,7.25,7.75,5.25,6.75,,,,
52000293,4.40,6.00,,,,,,4.25,6.50,,
52000294,7.80,5.50,6.60,7.25,6.75,5.00,6.33,,,,
52000295,8.00,8.25,8.80,7.75,7.25,7.75,7.58,,,,
52000296,4.80,7.50,,,,,,4.50,6.50,,
52000297,6.40,7.75,,,,,,6.50,6.75,,
52000298,5.80,6.50,,,,,,5.50,6.75,,
52000299,5.60,7.50,5.40,5.25,4.50,4.00,4.58,,,,
52000300,7.40,7.50,,,,,,5.50,8.75,,
52000301,8.00,7.75,8.40,5.50,6.00,6.00,5.83,,,,
52000302,7.40,6.25,6.40,5.25,4.00,5.00,4.75,,,,
52000303,6.40,6.75,,,,,,5.75,6.50,,
52000304,8.00,6.50,7.40,6.25,4.50,5.75,5.50,,,,
52000305,8.20,7.50,9.20,6.25,9.25,9.00,8.16,,,,
52000306,7.00,5.75,7.40,5.75,7.75,6.00,6.50,,,,
52000307,7.20,7.25,9.00,5.75,5.25,5.50,5.50,,,,
52000308,8.80,7.75,7.40,,,,,5.50,8.00,9.00,7.50
52000309,7.00,6.50,9.20,4.75,7.75,5.25,5.91,,,,
52000310,8.20,7.25,9.20,5.25,6.75,5.75,5.91,,,,
52000311,8.20,7.50,6.60,7.00,7.00,7.25,7.08,,,,
52000312,5.80,6.50,7.40,5.50,6.50,5.00,5.66,,,,
52000313,7.00,6.25,8.20,6.00,5.25,4.75,5.33,,,,
52000314,6.60,6.00,7.40,,,,,5.75,6.25,9.00,7.00
52000315,8.00,6.25,9.00,6.00,8.50,7.25,7.25,,,,
52000316,8.60,6.75,7.40,6.25,7.75,7.75,7.25,,,,
52000317,7.80,6.50,7.20,4.50,6.50,3.75,4.91,,,,
52000318,8.60,6.75,8.20,8.00,7.25,6.00,7.08,,,,
52000319,4.80,6.25,,,,,,4.00,6.50,,
52000320,7.40,7.75,9.40,5.75,7.00,5.25,6.00,,,,
52000321,8.20,7.00,8.20,6.25,7.50,6.50,6.75,,,,
52000322,8.00,,,7.25,7.25,,,,,,
52000323,7.40,6.50,5.20,6.00,6.75,4.00,5.58,,,,
52000324,6.20,6.25,,,,,,3.25,6.75,,
52000325,6.80,7.25,6.20,6.00,7.50,6.00,6.50,,,,
52000326,5.00,6.50,7.80,,,,,4.75,6.75,9.00,6.83
52000327,7.20,6.75,6.20,6.00,7.00,6.00,6.33,,,,
52000328,6.00,7.50,,,,,,3.50,6.75,,
52000329,7.40,7.50,6.60,,,,,5.50,8.25,9.75,7.83
52000330,7.60,7.50,5.40,7.00,8.00,6.25,7.08,,,,
52000331,5.00,5.50,3.40,,,,,3.25,5.00,8.75,5.66
52000332,5.80,5.75,3.80,,,,,5.75,7.50,8.25,7.16
52000333,6.80,7.00,5.60,,,,,4.00,5.50,8.50,6.00
52000334,7.00,6.50,4.60,,,,,5.00,7.75,8.00,6.91
52000335,5.40,6.00,,,,,,3.00,5.50,,
52000336,6.80,8.00,9.20,,,,,6.50,8.00,10.00,8.16
52000337,7.40,6.00,8.20,5.00,8.25,5.00,6.08,,,,
52000338,4.40,7.75,,,,,,3.75,6.75,,
52000339,7.60,7.50,7.60,,,,,3.00,7.00,8.75,6.25
52000340,6.40,8.00,6.60,,,,,7.50,7.25,9.75,8.16
52000341,8.00,7.25,4.80,8.75,7.50,5.50,7.25,,,,
52000342,7.80,7.75,9.60,6.25,7.25,6.00,6.50,,,,
52000343,6.60,7.75,8.00,,,,,5.50,7.50,8.75,7.25
52000344,6.80,6.75,7.60,7.75,8.50,5.75,7.33,,,,
52000345,6.20,4.75,4.00,,,,,2.25,6.00,7.25,5.16
52000346,6.60,5.50,7.20,,,,,3.75,5.75,7.50,5.66
52000347,5.80,5.25,,,,,,3.75,6.75,,
52000348,7.20,6.75,8.80,,,,,6.00,8.25,9.75,8.00
52000349,7.40,8.25,9.00,,,,,5.50,6.50,9.25,7.08
52000350,6.60,5.75,7.00,6.25,8.75,5.75,6.91,,,,
52000351,5.80,8.00,7.80,,,,,4.75,8.75,9.75,7.75
52000352,7.60,7.25,6.60,,,,,5.50,7.50,8.50,7.16
52000353,7.60,5.50,8.20,6.50,6.50,6.50,6.50,,,,
52000354,4.00,7.75,6.80,4.75,4.50,4.50,4.58,,,,
52000355,6.80,7.75,8.80,,,,,3.50,4.50,8.50,5.50
52000356,7.60,7.00,7.80,5.50,5.50,6.00,5.66,,,,
52000357,8.00,6.50,4.40,4.50,5.00,4.75,4.75,,,,
52000358,7.40,8.00,8.00,,,,,3.50,7.00,8.75,6.41
52000359,5.60,8.75,4.80,,,,,6.50,7.50,9.25,7.75
52000360,7.00,7.50,9.40,,,,,6.75,7.50,8.75,7.66
52000361,6.00,7.75,,,,,,5.25,7.75,8.50,7.16
52000362,6.80,7.50,7.20,5.75,7.75,5.75,6.41,,,,
52000363,6.00,7.25,,,,,,4.25,6.00,,
52000364,7.80,7.25,5.60,5.50,7.50,5.75,6.25,,,,
52000365,6.80,6.75,7.40,,,,,6.75,7.50,8.00,7.41
52000366,6.80,7.75,4.00,,,,,6.00,7.50,8.00,7.16
52000367,7.40,4.75,5.20,6.25,7.00,6.25,6.50,,,,
52000368,7.80,8.25,7.60,,,,,5.00,6.25,7.75,6.33
52000369,6.00,2.25,,,,,,2.75,5.75,,
52000370,7.40,6.50,,,,,,6.00,7.00,,
52000371,4.60,6.00,4.80,,,,,4.25,5.75,9.00,6.33
52000372,4.00,1.75,,,,,,3.50,5.25,,
52000373,7.80,8.50,,7.00,8.25,6.75,7.33,,,,
52000374,4.20,6.00,,,,,,6.00,5.75,,
52000375,7.80,7.50,7.20,5.25,7.75,4.50,5.83,,,,
52000376,8.20,7.00,,,,,,6.00,7.25,,
52000377,5.80,6.00,5.00,,,,,3.00,6.75,7.00,5.58
